State/Territory,Suburb/Locality,Postcode,MMM classification,,
Queensland,OOMBABEER,4718,6,,
Queensland,OONOONBA,4811,2,,
Queensland,OORALEA,4740,2,,
Queensland,OPALTON,4735,7,,
Queensland,ORALLO,4455,6,,
Queensland,ORANGE CREEK,4715,5,,
Queensland,ORANGE HILL,4455,5,,
Queensland,O'REILLY,4211,5,,
Queensland,ORIENT,4850,5,,
Queensland,ORION,4722,6,,
Queensland,ORMEAU,4208,1,,
Queensland,ORMEAU HILLS,4208,1,,
Queensland,ORMISTON,4160,1,,
Queensland,OSBORNE (QLD),4806,5,,
Queensland,OTTABA,4313,5,,
Queensland,OWANYILLA,4650,3,,
Queensland,OWENS CREEK,4741,5,,
Queensland,OXENFORD,4210,1,,
Queensland,OXFORD,4742,6,,
Queensland,OXLEY (QLD),4075,1,,
Queensland,OYSTER CREEK,4674,5,,
Queensland,PACIFIC HAVEN,4659,5,,
Queensland,PACIFIC HEIGHTS,4703,3,,
Queensland,PACIFIC PARADISE,4564,1,,
Queensland,PACIFIC PINES,4211,1,,
Queensland,PACKERS CAMP,4865,2,,
Queensland,PADDINGTON (QLD),4064,1,,
Queensland,PADDYS GREEN,4880,5,,
Queensland,PAGET,4740,2,,
Queensland,PALEN CREEK,4287,5,,
Queensland,PALGRAVE,4370,5,,
Queensland,PALLARA,4110,1,,
Queensland,PALLARENDA,4810,2,,
Queensland,PALM BEACH (QLD),4221,1,,
Queensland,PALM COVE,4879,2,,
Queensland,PALM GROVE (QLD),4800,5,,
Queensland,PALM ISLAND,4816,7,,
Queensland,PALMER (QLD),4892,7,,
Queensland,PALMERSTON (QLD),4860,5,,
Queensland,PALMTREE,4352,5,,
Queensland,PALMVIEW,4553,2,,
Queensland,PALMWOODS (QLD),4555,1,,
Queensland,PALMYRA (QLD),4751,2,,
Queensland,PALUMA,4816,6,,
Queensland,PAMPAS,4352,5,,
Queensland,PANNIKIN ISLAND,4165,5,,
Queensland,PARADISE POINT,4216,1,,
Queensland,PARADISE WATERS,4217,1,,
Queensland,PARK AVENUE,4701,2,,
Queensland,PARK RIDGE,4125,1,,
Queensland,PARK RIDGE SOUTH,4125,1,,
Queensland,PARKHURST,4702,2,,
Queensland,PARKINSON,4115,1,,
Queensland,PARKLANDS (QLD),4560,1,,
Queensland,PARKNOOK,4417,6,,
Queensland,PARKSIDE (QLD),4825,6,,
Queensland,PARKWOOD (QLD),4214,1,,
Queensland,PARRAMATTA PARK,4870,2,,
Queensland,PARREARRA,4575,1,,
Queensland,PASHA,4721,6,,
Queensland,PASSCHENDAELE,4352,5,,
Queensland,PATERSON (QLD),4570,5,,
Queensland,PATRICK,4725,7,,
Queensland,PATRICK ESTATE,4311,5,,
Queensland,PAULS POCKET,4800,5,,
Queensland,PEACHESTER,4519,5,,
Queensland,PEACOCK SIDING,4850,6,,
Queensland,PEAK CROSSING,4306,2,,
Queensland,PEAK VALE,4721,7,,
Queensland,PECHEY,4352,5,,
Queensland,PEEL ISLAND,4184,5,,
Queensland,PEERAMON,4885,5,,
Queensland,PELHAM (QLD),4415,6,,
Queensland,PELICAN (QLD),4413,5,,
Queensland,PELICAN CREEK,4726,7,,
Queensland,PELICAN ISLET,4875,7,,
Queensland,PELICAN WATERS,4551,1,,
Queensland,PENTLAND,4816,7,,
Queensland,PENWHAUPELL,4625,5,,
Queensland,PERANGA,4352,5,,
Queensland,PEREGIAN BEACH,4573,1,,
Queensland,PEREGIAN SPRINGS,4573,1,,
Queensland,PERSEVERANCE,4352,5,,
Queensland,PERWILLOWEN,4560,2,,
Queensland,PETFORD,4871,6,,
Queensland,PETRIE,4502,1,,
Queensland,PETRIE TERRACE,4000,1,,
Queensland,PHEASANT CREEK (QLD),4702,5,,
Queensland,PHILPOTT,4626,5,,
Queensland,PIALBA,4655,2,,
Queensland,PICKANJINNIE,4428,6,,
Queensland,PICNIC BAY,4819,7,,
Queensland,PIE CREEK,4570,3,,
Queensland,PIERCES CREEK,4355,5,,
Queensland,PIKEDALE,4380,5,,
Queensland,PIKES CREEK,4380,5,,
Queensland,PILE GULLY,4625,5,,
Queensland,PILERWA,4650,3,,
Queensland,PILTON,4361,5,,
Queensland,PIMLICO (QLD),4812,2,,
Queensland,PIMPAMA,4209,1,,
Queensland,PIMPIMBUDGEE,4615,5,,
Queensland,PIN GIN HILL,4860,5,,
Queensland,PINBARREN,4568,2,,
Queensland,PINDI PINDI,4798,5,,
Queensland,PINE CREEK (QLD),4670,2,,
Queensland,PINE HILL (QLD),4724,7,,
Queensland,PINE HILLS,4416,5,,
Queensland,PINE MOUNTAIN (QLD),4306,1,,
Queensland,PINELANDS (QLD),4355,5,,
Queensland,PINEVALE,4754,5,,
Queensland,PINJARRA HILLS,4069,1,,
Queensland,PINK LILY,4702,2,,
Queensland,PINKENBA,4008,1,,
Queensland,PINNACLE (QLD),4741,5,,
Queensland,PINNACLES,4815,2,,
Queensland,PIONEER (QLD),4825,6,,
Queensland,PIONEERS REST,4650,5,,
Queensland,PIRRINUAN,4405,5,,
Queensland,PITTSWORTH,4356,5,,
Queensland,PITURIE,4825,7,,
Queensland,PLACID HILLS,4343,4,,
Queensland,PLAINBY,4355,5,,
Queensland,PLAINLAND,4341,5,,
Queensland,PLEYSTOWE,4741,2,,
Queensland,POINT ARKWRIGHT,4573,1,,
Queensland,POINT HALLORAN,4165,1,,
Queensland,POINT LOOKOUT,4183,6,,
Queensland,POINT VERNON,4655,2,,
Queensland,POMONA (QLD),4568,2,,
Queensland,PONY HILLS,4454,6,,
Queensland,POONA,4650,5,,
Queensland,PORCUPINE,4821,7,,
Queensland,PORMPURAAW,4892,7,,
Queensland,PORT ALMA,4699,5,,
Queensland,PORT CURTIS,4700,2,,
Queensland,PORT DOUGLAS,4877,5,,
Queensland,PORT OF BRISBANE,4178,1,,
Queensland,PORT WINE,4724,7,,
Queensland,PORTSMITH,4870,2,,
Queensland,PORUMA ISLAND,4875,7,,
Queensland,POSSESSION ISLAND,4876,7,,
Queensland,POSTMANS RIDGE,4352,2,,
Queensland,POZIERES,4352,5,,
Queensland,PRAIRIE (QLD),4816,7,,
Queensland,PRATTEN,4370,5,,
Queensland,PRAWLE,4650,2,,
Queensland,PRENZLAU,4311,5,,
Queensland,PRESTON (QLD 4352),4352,2,,
Queensland,PRESTON (QLD 4800),4800,5,,
Queensland,PRIESTDALE,4127,1,,
Queensland,PRINCE HENRY HEIGHTS,4350,2,,
Queensland,PRINCE OF WALES,4875,7,,
Queensland,PROMISEDLAND,4660,5,,
Queensland,PROSERPINE,4800,5,,
Queensland,PROSPECT (QLD),4715,5,,
Queensland,PROSTON,4613,5,,
Queensland,PULLENVALE,4069,1,,
Queensland,PULU ISLET,4875,7,,
Queensland,PUNCHS CREEK,4357,5,,
Queensland,PUNSAND,4876,7,,
Queensland,PURGA,4306,1,,
Queensland,PURRAWUNDA,4356,5,,
Queensland,QUEENS BEACH,4805,4,,
Queensland,QUEENTON,4820,4,,
Queensland,QUILPIE,4480,7,,
Queensland,QUINALOW,4403,5,,
Queensland,QUNABA,4670,2,,
Queensland,RACECOURSE,4740,2,,
Queensland,RACEVIEW,4305,1,,
Queensland,RADFORD,4307,5,,
Queensland,RAGLAN (QLD),4697,5,,
Queensland,RAILWAY ESTATE,4810,2,,
Queensland,RAINBOW BEACH,4581,5,,
Queensland,RAMSAY (QLD),4358,2,,
Queensland,RANGEMORE (QLD 4352),4352,5,,
Queensland,RANGEMORE (QLD 4806),4806,5,,
Queensland,RANGES BRIDGE,4405,5,,
Queensland,RANGEVILLE,4350,2,,
Queensland,RANGEWOOD,4817,2,,
Queensland,RANSOME,4154,1,,
Queensland,RASMUSSEN,4815,2,,
Queensland,RATHDOWNEY,4287,5,,
Queensland,RAVENSBOURNE,4352,5,,
Queensland,RAVENSHOE,4888,5,,
Queensland,RAVENSWOOD (QLD),4816,6,,
Queensland,RAVENSWORTH (QLD),4892,7,,
Queensland,RAWBELLE,4630,6,,
Queensland,RED HILL (QLD 4059),4059,1,,
Queensland,RED HILL (QLD 4413),4413,5,,
Queensland,RED RIVER,4892,7,,
Queensland,RED WALLIS ISLET,4875,7,,
Queensland,REDBANK (QLD),4301,1,,
Queensland,REDBANK CREEK,4312,5,,
Queensland,REDBANK PLAINS,4301,1,,
Queensland,REDCLIFFE (QLD),4020,1,,
Queensland,REDFORD,4467,7,,
Queensland,REDGATE (QLD),4605,5,,
Queensland,REDHILL FARMS,4671,5,,
Queensland,REDLAND BAY,4165,1,,
Queensland,REDLYNCH,4870,2,,
Queensland,REDRIDGE,4660,5,,
Queensland,REDWOOD,4350,2,,
Queensland,REEDY CREEK (QLD),4227,1,,
Queensland,REESVILLE,4552,5,,
Queensland,REGENCY DOWNS,4341,5,,
Queensland,REGENTS PARK (QLD),4118,1,,
Queensland,REID RIVER,4816,5,,
Queensland,REIDS CREEK,4625,5,,
Queensland,RETRO,4723,6,,
Queensland,REWAN,4702,6,,
Queensland,RHYDDING,4718,6,,
Queensland,RICHLANDS (QLD),4077,1,,
Queensland,RICHMOND (QLD 4740),4740,2,,
Queensland,RICHMOND (QLD 4822),4822,7,,
Queensland,RICHMOND HILL (QLD),4820,4,,
Queensland,RIDGELANDS,4702,5,,
Queensland,RIDGEWOOD (QLD),4563,5,,
Queensland,RIFLE RANGE,4311,5,,
Queensland,RINGTAIL CREEK,4565,2,,
Queensland,RINGWOOD (QLD),4343,5,,
Queensland,RIORDANVALE,4800,4,,
Queensland,RIPLEY,4306,1,,
Queensland,RITA ISLAND,4807,5,,
Queensland,RIVER HEADS,4655,2,,
Queensland,RIVER RANCH,4680,3,,
Queensland,RIVERHILLS,4074,1,,
Queensland,RIVERLEIGH,4626,5,,
Queensland,RIVERSLEIGH,4470,7,,
Queensland,RIVERTON (QLD),4385,5,,
Queensland,RIVERVIEW (QLD),4303,1,,
Queensland,ROADVALE,4310,5,,
Queensland,ROBERTSON (QLD),4109,1,,
Queensland,ROBINA,4226,1,,
Queensland,ROBINA (BOND UNIVERSITY),4229,1,,
Queensland,ROBINA (ROBINA TOWN CENTRE),4230,1,,
Queensland,ROCHE CREEK,4419,6,,
Queensland,ROCHEDALE,4123,1,,
Queensland,ROCHEDALE SOUTH,4123,1,,
Queensland,ROCKHAMPTON CITY,4700,2,,
Queensland,ROCKHAMPTON NORTH,4701,2,,
Queensland,ROCKINGHAM (QLD),4854,6,,
Queensland,ROCKLEA (QLD),4106,1,,
Queensland,ROCKMOUNT,4344,2,,
Queensland,ROCKSBERG,4510,2,,
Queensland,ROCKSIDE,4343,5,,
Queensland,ROCKVILLE,4350,2,,
Queensland,ROCKY CREEK (QLD),4357,5,,
Queensland,ROCKY POINT (QLD 4874),4874,7,,
Queensland,ROCKYVIEW,4701,2,,
Queensland,RODDS BAY,4678,5,,
Queensland,RODGERS CREEK,4370,5,,
Queensland,ROKO ISLAND,4875,7,,
Queensland,ROLLESTON,4702,6,,
Queensland,ROLLINGSTONE,4816,5,,
Queensland,ROMA,4455,4,,
Queensland,ROOKWOOD (QLD),4871,7,,
Queensland,ROPELEY,4343,5,,
Queensland,ROSALIE PLAINS,4401,5,,
Queensland,ROSEDALE (QLD),4674,5,,
Queensland,ROSEHILL (QLD),4370,4,,
Queensland,ROSELLA,4740,2,,
Queensland,ROSEMOUNT,4560,2,,
Queensland,ROSENEATH,4811,2,,
Queensland,ROSENTHAL HEIGHTS,4370,4,,
Queensland,ROSEVALE (QLD),4340,5,,
Queensland,ROSEWOOD (QLD),4340,2,,
Queensland,ROSS CREEK (QLD),4570,3,,
Queensland,ROSS RIVER,4816,2,,
Queensland,ROSSLEA,4812,2,,
Queensland,ROSSLYN,4703,3,,
Queensland,ROSSMOYA,4702,5,,
Queensland,ROSSVALE,4356,5,,
Queensland,ROSSVILLE,4895,6,,
Queensland,ROTHWELL,4022,1,,
Queensland,ROUND HILL (QLD),4677,5,,
Queensland,ROUNDSTONE,4718,5,,
Queensland,ROWES BAY,4810,2,,
Queensland,ROYSTON,4515,5,,
Queensland,RUBYANNA,4670,2,,
Queensland,RUBYVALE,4702,6,,
Queensland,RULES BEACH,4674,5,,
Queensland,RUNAWAY BAY,4216,1,,
Queensland,RUNCORN,4113,1,,
Queensland,RUNGOO,4849,6,,
Queensland,RUNNING CREEK (QLD),4287,5,,
Queensland,RUNNYMEDE (QLD),4615,5,,
Queensland,RURAL VIEW,4740,2,,
Queensland,RUSH CREEK,4521,2,,
Queensland,RUSSELL ISLAND,4184,5,,
Queensland,RYAN (QLD),4825,6,,
Queensland,RYEFORD,4361,5,,
Queensland,RYWUNG,4413,5,,
Queensland,SABINE,4401,5,,
Queensland,SADLIERS CROSSING,4305,1,,
Queensland,SAIBAI ISLAND,4875,7,,
Queensland,SALISBURY (QLD),4107,1,,
Queensland,SALTERN CREEK,4725,7,,
Queensland,SAMFORD VALLEY,4520,1,,
Queensland,SAMFORD VILLAGE,4520,1,,
Queensland,SAMSONVALE,4520,2,,
Queensland,SANCTUARY COVE,4212,1,,
Queensland,SANDGATE (QLD),4017,1,,
Queensland,SANDIFORD,4740,2,,
Queensland,SANDRINGHAM (QLD),4701,5,,
Queensland,SANDSTONE POINT,4511,1,,
Queensland,SANDY CAMP,4361,5,,
Queensland,SANDY CREEK (QLD),4515,5,,
Queensland,SANDY POCKET,4871,5,,
Queensland,SANDY RIDGES,4615,5,,
Queensland,SAPPHIRE,4702,6,,
Queensland,SARABAH,4275,5,,
Queensland,SARBI ISLET,4875,7,,
Queensland,SARDINE,4726,7,,
Queensland,SARINA,4737,5,,
Queensland,SARINA BEACH,4737,5,,
Queensland,SARINA RANGE,4737,5,,
Queensland,SAUNDERS BEACH,4818,2,,
Queensland,SAVANNAH,4816,7,,
Queensland,SAXBY,4822,7,,
Queensland,SCARBOROUGH (QLD),4020,1,,
Queensland,SCARNESS,4655,2,,
Queensland,SCOTCHY POCKET,4570,5,,
Queensland,SCOTTVILLE,4804,6,,
Queensland,SCRUB CREEK,4313,5,,
Queensland,SCRUBBY CREEK (QLD 4478),4478,7,,
Queensland,SCRUBBY CREEK (QLD 4570),4570,5,,
Queensland,SCRUBBY MOUNTAIN,4356,5,,
Queensland,SEAFORTH (QLD),4741,5,,
Queensland,SECOND BEACH,4871,2,,
Queensland,SEDGEFORD,4724,7,,
Queensland,SEISIA,4876,7,,
Queensland,SELENE,4630,5,,
Queensland,SELLHEIM,4816,5,,
Queensland,SELWYN (QLD),4823,7,,
Queensland,SEPTIMUS,4754,5,,
Queensland,SEVEN HILLS (QLD),4170,1,,
Queensland,SEVENTEEN MILE,4344,5,,
Queensland,SEVENTEEN MILE ROCKS,4073,1,,
Queensland,SEVENTEEN SEVENTY,4677,5,,
Queensland,SEVENTY MILE,4820,6,,
Queensland,SEVERNLEA,4380,5,,
Queensland,SEXTON,4570,5,,
Queensland,SHAILER PARK,4128,1,,
Queensland,SHANNONVALE (QLD),4873,5,,
Queensland,SHARON,4670,2,,
Queensland,SHAW,4818,2,,
Queensland,SHEEP STATION CREEK,4515,5,,
Queensland,SHELBURNE,4874,7,,
Queensland,SHELDON,4157,1,,
Queensland,SHELL POCKET,4855,5,,
Queensland,SHELLY BEACH (QLD 4551),4551,1,,
Queensland,SHELLY BEACH (QLD 4810),4810,2,,
Queensland,SHELTER (PANDANUS) ISLAND,4209,1,,
Queensland,SHERWOOD (QLD),4075,1,,
Queensland,SHIRBOURNE,4809,5,,
Queensland,SHOAL POINT,4750,2,,
Queensland,SHOALWATER (QLD),4702,5,,
Queensland,SHORNCLIFFE,4017,1,,
Queensland,SHORT ISLAND,4208,2,,
Queensland,SHUTE HARBOUR,4802,4,,
Queensland,SILKSTONE,4304,1,,
Queensland,SILKWOOD,4856,5,,
Queensland,SILKY OAK,4854,5,,
Queensland,SILVER CREEK,4800,5,,
Queensland,SILVER RIDGE,4352,2,,
Queensland,SILVER SPUR,4385,5,,
Queensland,SILVER VALLEY,4872,5,,
Queensland,SILVERDALE (QLD),4307,5,,
Queensland,SILVERLEAF,4605,5,,
Queensland,SILVERLEIGH,4401,5,,
Queensland,SILVERWOOD,4370,5,,
Queensland,SIMMIE,4454,7,,
Queensland,SINNAMON PARK,4073,1,,
Queensland,SIPPY DOWNS,4556,1,,
Queensland,SKYRING RESERVE,4671,5,,
Queensland,SLACKS CREEK,4127,1,,
Queensland,SLADE POINT,4740,2,,
Queensland,SLADEVALE,4370,4,,
Queensland,SMITHFIELD (QLD),4878,2,,
Queensland,SMITHLEA,4385,5,,
Queensland,SMOKY CREEK,4702,5,,
Queensland,SNIPE ISLAND,4165,5,,
Queensland,SOLDIERS HILL (QLD),4825,6,,
Queensland,SOMERSET (QLD),4876,7,,
Queensland,SOMERSET DAM,4312,5,,
Queensland,SOMMARIVA,4470,7,,
Queensland,SOMME,4382,5,,
Queensland,SOUTH BINGERA,4670,2,,
Queensland,SOUTH BRISBANE,4101,1,,
Queensland,SOUTH EAST NANANGO,4615,5,,
Queensland,SOUTH GLADSTONE,4680,3,,
Queensland,SOUTH INNISFAIL,4860,4,,
Queensland,SOUTH ISIS,4660,5,,
Queensland,SOUTH JOHNSTONE,4859,4,,
Queensland,SOUTH KOLAN,4670,2,,
Queensland,SOUTH MACKAY,4740,2,,
Queensland,SOUTH MACLEAN,4280,1,,
Queensland,SOUTH MISSION BEACH,4852,5,,
Queensland,SOUTH NANANGO,4615,5,,
Queensland,SOUTH RIPLEY,4306,1,,
Queensland,SOUTH STRADBROKE,4216,5,,
Queensland,SOUTH TALWOOD,4496,6,,
Queensland,SOUTH TOOWOOMBA,4350,2,,
Queensland,SOUTH TOWNSVILLE,4810,2,,
Queensland,SOUTH TREES,4680,3,,
Queensland,SOUTH WELLESLEY ISLANDS,4892,7,,
Queensland,SOUTH YAAMBA,4702,5,,
Queensland,SOUTHBROOK,4363,5,,
Queensland,SOUTHEDGE,4871,5,,
Queensland,SOUTHERN CROSS (QLD),4820,4,,
Queensland,SOUTHERN LAMINGTON,4211,5,,
Queensland,SOUTHPORT (GRIFFITH UNIVERSITY),4222,1,,
Queensland,SOUTHPORT (QLD),4215,1,,
Queensland,SOUTHSIDE,4570,3,,
Queensland,SOUTHWOOD,4406,6,,
Queensland,SPEEDWELL,4613,5,,
Queensland,SPEEWAH,4881,2,,
Queensland,SPLINTER CREEK,4630,5,,
Queensland,SPLIT YARD CREEK,4306,5,,
Queensland,SPREADBOROUGH,4825,6,,
Queensland,SPRING BLUFF,4352,2,,
Queensland,SPRING CREEK (QLD 4343),4343,5,,
Queensland,SPRING CREEK (QLD 4361),4361,5,,
Queensland,SPRING CREEK (QLD 4420),4420,6,,
Queensland,SPRING HILL (QLD),4000,1,,
Queensland,SPRING MOUNTAIN (QLD),4124,1,,
Queensland,SPRINGBROOK,4213,2,,
Queensland,SPRINGDALE (QLD),4380,5,,
Queensland,SPRINGFIELD (QLD 4300),4300,1,,
Queensland,SPRINGFIELD (QLD 4871),4871,7,,
Queensland,SPRINGFIELD CENTRAL,4300,1,,
Queensland,SPRINGFIELD LAKES,4300,1,,
Queensland,SPRINGLANDS,4804,6,,
Queensland,SPRINGSIDE (QLD),4356,5,,
Queensland,SPRINGSURE,4722,6,,
Queensland,SPRINGVALE (QLD),4405,5,,
Queensland,SPRINGWOOD (QLD),4127,1,,
Queensland,SPURGEON,4873,6,,
Queensland,ST AGNES (QLD),4671,5,,
Queensland,ST AUBYN,4352,5,,
Queensland,ST GEORGE (QLD),4487,6,,
Queensland,ST HELENA ISLAND,4178,5,,
Queensland,ST HELENS (QLD 4356),4356,5,,
Queensland,ST HELENS (QLD 4650),4650,3,,
Queensland,ST HELENS BEACH,4798,5,,
Queensland,ST KILDA (QLD),4671,5,,
Queensland,ST LAWRENCE,4707,6,,
Queensland,ST LUCIA,4067,1,,
Queensland,ST LUCIA (UNIVERSITY OF QUEENSLAND),4072,1,,
Queensland,ST MARY,4650,5,,
Queensland,ST RUTH,4405,5,,
Queensland,STAATEN,4892,7,,
Queensland,STAFFORD,4053,1,,
Queensland,STAFFORD HEIGHTS,4053,1,,
Queensland,STALWORTH,4613,5,,
Queensland,STAMFORD,4821,7,,
Queensland,STANAGE,4702,6,,
Queensland,STANMORE (QLD),4514,5,,
Queensland,STANTHORPE,4380,5,,
Queensland,STANWELL,4702,5,,
Queensland,STAPYLTON,4207,1,,
Queensland,STARCKE,4895,7,,
Queensland,STATUE BAY,4703,3,,
Queensland,STEIGLITZ (QLD),4207,2,,
Queensland,STEWART CREEK VALLEY,4873,6,,
Queensland,STEWARTON (QLD),4702,5,,
Queensland,STOCKHAVEN,4625,5,,
Queensland,STOCKLEIGH,4280,1,,
Queensland,STOCKTON (QLD),4871,4,,
Queensland,STOCKYARD (QLD 4344),4344,2,,
Queensland,STOCKYARD (QLD 4703),4703,5,,
Queensland,STOKES,4823,7,,
Queensland,STONEHENGE (QLD 4357),4357,5,,
Queensland,STONEHENGE (QLD 4730),4730,7,,
Queensland,STONELANDS,4612,5,,
Queensland,STONELEIGH (QLD),4356,5,,
Queensland,STONES CORNER,4120,1,,
Queensland,STONY CREEK (QLD),4514,5,,
Queensland,STORM KING,4380,5,,
Queensland,STOTERS HILL,4860,5,,
Queensland,STRATFORD (QLD),4870,2,,
Queensland,STRATHDICKIE,4800,5,,
Queensland,STRATHFIELD (QLD),4742,6,,
Queensland,STRATHMORE (QLD),4871,7,,
Queensland,STRATHPINE,4500,1,,
Queensland,STRETTON,4116,1,,
Queensland,STRUCK OIL,4714,5,,
Queensland,STUART (QLD),4811,2,,
Queensland,STURT (QLD),4829,7,,
Queensland,SUARJI ISLAND,4875,7,,
Queensland,SUBUR ISLET,4875,7,,
Queensland,SUGARLOAF (QLD 4380),4380,5,,
Queensland,SUGARLOAF (QLD 4800),4800,4,,
Queensland,SUJEEWONG,4413,6,,
Queensland,SUMMERHOLM,4341,5,,
Queensland,SUMNER,4074,1,,
Queensland,SUN VALLEY (QLD),4680,3,,
Queensland,SUNDOWN (QLD 4382),4382,5,,
Queensland,SUNDOWN (QLD 4860),4860,4,,
Queensland,SUNNY NOOK,4605,5,,
Queensland,SUNNYBANK,4109,1,,
Queensland,SUNNYBANK HILLS,4109,1,,
Queensland,SUNNYSIDE (QLD 4737),4737,5,,
Queensland,SUNRISE BEACH,4567,1,,
Queensland,SUNSET,4825,6,,
Queensland,SUNSHINE ACRES,4655,2,,
Queensland,SUNSHINE BEACH,4567,1,,
Queensland,SURAT,4417,6,,
Queensland,SURBITON,4724,7,,
Queensland,SURFERS PARADISE,4217,1,,
Queensland,SUSAN RIVER,4655,2,,
Queensland,SUTTOR,4743,6,,
Queensland,SVENSSON HEIGHTS,4670,2,,
Queensland,SWAN CREEK (QLD),4370,4,,
Queensland,SWANBANK,4306,1,,
Queensland,SWANFELS,4371,5,,
Queensland,SWANS LAGOON,4807,6,,
Queensland,SWEERS ISLAND,4809,7,,
Queensland,SYNDICATE,4873,5,,
Queensland,TAABINGA,4610,4,,
Queensland,TABBY TABBY ISLAND,4208,2,,
Queensland,TABLEDERRY,4732,7,,
Queensland,TABLELANDS (QLD 4605),4605,5,,
Queensland,TABLELANDS (QLD 4680),4680,5,,
Queensland,TABOOBA,4285,5,,
Queensland,TABRAGALBA,4285,4,,
Queensland,TAIGUM,4018,1,,
Queensland,TAKILBERAN,4671,5,,
Queensland,TAKURA,4655,2,,
Queensland,TALAB ISLAND,4875,7,,
Queensland,TALAROO,4871,7,,
Queensland,TALDORA,4823,7,,
Queensland,TALEGALLA WEIR,4650,5,,
Queensland,TALGAI,4362,5,,
Queensland,TALLAI,4213,1,,
Queensland,TALLEBUDGERA,4228,1,,
Queensland,TALLEBUDGERA VALLEY,4228,1,,
Queensland,TALLEGALLA,4340,2,,
Queensland,TAM O'SHANTER,4852,5,,
Queensland,TAMAREE,4570,3,,
Queensland,TAMBO,4478,7,,
Queensland,TAMBORINE,4270,2,,
Queensland,TAMBORINE MOUNTAIN,4272,1,,
Queensland,TAMROOKUM,4285,5,,
Queensland,TAMROOKUM CREEK,4285,5,,
Queensland,TANAH MERAH,4128,1,,
Queensland,TANAWHA,4556,1,,
Queensland,TANBAR,4481,7,,
Queensland,TANBY,4703,3,,
Queensland,TANDORA,4650,2,,
Queensland,TANDUR,4570,3,,
Queensland,TANGORIN,4821,7,,
Queensland,TANNUM SANDS,4680,3,,
Queensland,TANNYMOREL,4372,5,,
Queensland,TANSEY,4601,5,,
Queensland,TARA (QLD),4421,5,,
Queensland,TARA STATION,4725,7,,
Queensland,TARAGOOLA,4680,5,,
Queensland,TARAMPA,4311,5,,
Queensland,TARANGANBA,4703,3,,
Queensland,TARAWERA,4494,6,,
Queensland,TARGINNIE,4694,5,,
Queensland,TARINGA,4068,1,,
Queensland,TAROME,4309,5,,
Queensland,TAROMEO,4306,5,,
Queensland,TARONG,4615,5,,
Queensland,TAROOM,4420,6,,
Queensland,TAROOMBALL,4703,3,,
Queensland,TARRAGINDI,4121,1,,
Queensland,TARRAMBA,4715,5,,
Queensland,TARZALI,4885,5,,
Queensland,TAUNTON (QLD),4674,5,,
Queensland,TAYLORS BEACH (QLD),4850,6,,
Queensland,TE KOWAI,4740,2,,
Queensland,TEDDINGTON,4650,3,,
Queensland,TEEBAR,4620,5,,
Queensland,TEELAH,4306,5,,
Queensland,TEELBA,4423,6,,
Queensland,TELINA,4680,3,,
Queensland,TELLEBANG,4630,5,,
Queensland,TEMPLIN,4310,5,,
Queensland,TENERIFFE,4005,1,,
Queensland,TENNYSON (QLD),4105,1,,
Queensland,TERAU ISLAND,4876,7,,
Queensland,TERRICA,4387,5,,
Queensland,TEVIOTVILLE,4309,5,,
Queensland,TEWANTIN,4565,1,,
Queensland,TEXAS (QLD),4385,5,,
Queensland,THABEBAN,4670,2,,
Queensland,THAGOONA,4306,2,,
Queensland,THALLON,4497,6,,
Queensland,THANE,4370,5,,
Queensland,THANES CREEK,4370,5,,
Queensland,THANGOOL,4716,5,,
Queensland,THARGOMINDAH,4492,7,,
Queensland,THE BLUFF (QLD 4340),4340,2,,
Queensland,THE BLUFF (QLD 4355),4355,5,,
Queensland,THE CAVES,4702,2,,
Queensland,THE COMMON,4701,2,,
Queensland,THE DAWN,4570,3,,
Queensland,THE DIMONDS,4650,5,,
Queensland,THE FALLS,4373,5,,
Queensland,THE GAP (QLD 4061),4061,1,,
Queensland,THE GAP (QLD 4825),4825,6,,
Queensland,THE GEMFIELDS,4702,6,,
Queensland,THE GLEN (QLD),4370,5,,
Queensland,THE GUMS,4406,6,,
Queensland,THE HEAD,4373,5,,
Queensland,THE HERMITAGE,4370,4,,
Queensland,THE KEPPELS,4700,7,,
Queensland,THE LEAP,4740,2,,
Queensland,THE LIMITS,4625,5,,
Queensland,THE MINE,4714,5,,
Queensland,THE NARROWS (QLD),4695,5,,
Queensland,THE PALMS,4570,3,,
Queensland,THE PERCY GROUP,4707,6,,
Queensland,THE PINES (QLD),4357,5,,
Queensland,THE RANGE (QLD),4700,2,,
Queensland,THE SUMMIT,4377,5,,
Queensland,THEEBINE,4570,5,,
Queensland,THEODORE (QLD),4719,5,,
Queensland,THERESA CREEK (QLD),4721,6,,
Queensland,THINOOMBA,4650,5,,
Queensland,THOMPSON POINT,4702,5,,
Queensland,THOOPARA,4800,5,,
Queensland,THORNBOROUGH,4871,5,,
Queensland,THORNDALE,4380,5,,
Queensland,THORNESIDE,4158,1,,
Queensland,THORNLANDS,4164,1,,
Queensland,THORNTON (QLD),4341,5,,
Queensland,THORNTON BEACH,4873,6,,
Queensland,THORNVILLE,4352,5,,
Queensland,THREE MOON,4630,5,,
Queensland,THREE RIVERS,4824,7,,
Queensland,THULIMBAH,4376,5,,
Queensland,THURINGOWA CENTRAL,4817,2,,
Queensland,THURSDAY ISLAND,4875,7,,
Queensland,TIARO,4650,5,,
